,text,title,language
7731,"Bornem - In Bornem is donderdagavond een klopjacht gehouden op een inbreker. De man was, samen met een kompaan, op heterdaad betrapt in een woning in de Tijpelwijk. Eén dader kon door de politie worden ingerekend. De tweede man sloeg op de vlucht.\n\nVerschillende politieploegen, een speurhond en ook de helikopter van de federale politie zochten de wijde omgeving tussen het station van Bornem en de N16 af. De tweede verdachte kon nog niet worden ingerekend. De opgepakte verdacht zal nu grondig aan de tand worden gevoeld over de feiten en er zal ook onderzocht worden of de twee nog meer feiten op hun actief hebben.",Politie houdt klopjacht op inbrekers,nl
7732,"Componist, zanger en pretparkmagnaat Bobbejaan Schoepen zou vandaag, zaterdag 16 mei 2020, 95 jaar geworden zijn. Maar bijna dag op dag tien jaar geleden overleed hij in het Sint-Elisabethziekenhuis in Turnhout. Vijf bekende Vlamingen vertellen hoe de sympathieke cowboy uit Lichtaart hun leven heeft beïnvloed.",Tien jaar na de dood van Bobbejaan Schoepen: BV’s over hun herinneringen aan de geniale cowboy,nl
7733,"Na het Gala van de Gouden Schoen op 15 januari stapt Peter Bossaert, CEO van de voetbalbond, af op Jesse De Preter, makelaar van Roberto Martinez. Of er over een contractverlenging van de bondscoach kan worden gepraat. Eindelijk. Want Martinez had eerder al aangegeven dat hij bij de Rode Duivels zijn werk wilde afmaken. Toch is die contractverlenging pas sinds deze week een feit, acht gesprekken en vier maanden later. Een overzicht waarom dit alles zo lang aansleepte.","Achtste keer, goede keer: waarom de contractverlenging van bondscoach Roberto Martinez zo lang aansleepte",nl
7734,"Na een maandenlange onderbreking wegens de coronapandemie wordt het snookerseizoen begin juni hervat. Van maandag 1 tot donderdag 11 juni vindt volgens een nieuw format en achter gesloten deuren de Championship League plaats in de Marshall Arena in Milton Keynes.\n\nDie locatie werd gekozen omdat er de mogelijkheid is om iedereen te herbergen. Spelers, staf en officials zullen het complex niet hoeven te verlaten. Alle 128 profspelers kregen een uitnodiging in de bus, de 64 hoogst geplaatste spelers die op de uitnodiging ingaan, worden toegelaten. Dat op voorwaarde dat ze een negatieve coronatest afleggen. Topspelers als wereldkampioen Judd Trump (WS-1), Neil Robertson (WS-2), Mark Allen (WS-5) en Kyren Wilson (WS-8) zegden al toe.\n\nVan 1 tot 8 juni wordt in een eerste fase in zestien groepen van vier gespeeld. De zestien groepswinnaars spelen op 9 en 10 juni in vier groepen van vier, waarvan de vier groepswinnaars het op 11 juni in de finalegroep tegen elkaar opnemen. Alle wedstrijden gaan over vier frames. Voor elke deelnemers is er minstens 1.000 pond (1.100 euro) prijzengeld, de toernooiwinnaar strijkt 30.000 pond (33.500 euro) op. Voor de Order of Merit heeft dat geen gevolgen. Het toernooi is geen rankingtoernooi.\n\nFoto: Photo News\n\n“Geen toeval”\n\nDe spelers worden op het virus getest voor ze het complex betreden en blijven daar in afzondering tot het testresultaat bekend is. Ze spelen al hun groepswedstrijden op één dag en blijven zo lang in het complex, waar de regels van social distancing te allen tijde gehandhaafd worden. Tijdens de wedstrijden bewaren spelers en officials altijd twee meter afstand. Een handdruk voor of na de match is uiteraard uit den boze. Het materiaal wordt regelmatig ontsmet en de spelers wordt ook gevraagd regelmatig een ontsmettende handgel te gebruiken.\n\n“We zijn in het Verenigd koninkrijk de eerste grote sport die weer live op televisie gaat en daar ben ik best trots op”, verklaarde snookerbaas Barry Hearn. “Dat we de eerste zijn, is geen toeval. We hebben tijdens de lockdown hard gewerkt: naar oplossingen, innovaties en opportuniteiten gezocht, zodat we van start zouden kunnen gaan zodra dat weer toegelaten werd. Dit zijn uitdagende tijden, maar wij kijken liever naar de mogelijkheden dan naar de beperkingen. De sportwereld kan van ons leren. Qua innovatie staat snooker op de eerste rij.”","Snookerseizoen gaat op 1 juni weer van start achter gesloten deuren: “Dat we de eerste zijn, is geen toeval”",nl
7735,"‘Down the road’-presentator Dieter Coppens (42) is voor een keer niet zelf reisleider: donderdag stapt hij op de Columbus van Wim Lybaert (51). Vol vertrouwen om de tocht naar het onbekende aan te vatten, want eerder liftte Coppens al dwars door Amerika.\n\n“Peru? Daar gaan we niet geraken”, merkt Dieter Coppens op wanneer hij de bestemming heeft uitgeloot. Hij en Wim Lybaert vertrekken namelijk vanuit het Hongaarse Zomba, de plek waar acteur Tom Van Dyck vorige week is uitgestapt. De aflevering van donderdag brengt het duo dan maar naar Kroatië. Lybaert zit achter het stuur, Coppens kijkt op de kaart. “Wat ik goed kan. Ik heb dat vroeger vaak gedaan als ik ging liften”, vertelt hij. Want Coppens blijkt een gepassioneerd lifter. “Omdat je steeds in auto’s belandt bij mensen die je niet kent, en in werelden verzeilt waarvan je het bestaan niet kan vermoeden. Zo zat ik eens in de auto bij iemand die voor een hamburgerketen werkte en er zich ontfermde over de smeuïgheid van de saus.”\n\n“Ik heb geen schrik om te liften. Ik denk dat de mensen bang zijn geworden voor lifters door de enkele verhalen waarbij het fout is afgelopen. Ik vertrouw bijna alle mensen onmiddellijk.”\n\nMarihuana\n\nIn deze aflevering krijgt Wim Lybaert niet één, twee, maar drie keer te maken met de arm der wet. De reis is amper begonnen wanneer hij zich aan een alcoholcontrole moet onderwerpen. Wat later staan de heren aan de grens met Kroatië en komen agenten een kijkje nemen in de bus. Wanneer ze enkele plantjes op het aanrecht zien, merkt Coppens lachend op dat het marihuana is. Afwachten of dat een slimme uitspraak blijkt.\n\nDe Columbus\n\nEén, 20.20 uur",‘Down the road’-presentator Dieter Coppens mag zélf eens gast zijn: “Geen schrik om te liften”,nl
7736,"/ Antwerpen 2018 -\n\nRock Lobster City Lodge, de B&B die onze muziekjournalist Bart Steenhaut uitbaat in de Antwerpse Zurenborgwijk, is tijdelijk gesloten als gevolg van de maatregelen tegen het coronavirus. Maar vanuit zijn kot draait hij elke avond vlak voor het applaus ter ondersteuning van de zorgsector een Corona Classic. Het bijzondere verhaal achter die lockdownplaten leest u hier.",Onze muziekjournalist draait lockdownclassics vanuit zijn B&B: een hartenkreet tegen de eenzaamheid,nl
7737,"Hoe zou het met Kim Clijsters (36) zijn? De meest besproken comeback uit de Belgische sportgeschiedenis werd begin maart na amper twee matchen stilgelegd door de coronacatastrofe. Ondertussen is ze al een maand thuis in Opitter, hopende op betere tijden. “Als de US Open doorgaan, wil ik klaar staan.“\n\nClijsters trad donderdag nog eens voor het voetlicht. In een gesprek met de Tennis Hall of Fame en met VTM gaf ze een stand van zaken. Zelfs als de resterende tennismaanden van 2020 volledig op de schop ...","Kim Clijsters blijft in comeback geloven: “Als de US Open zouden doorgaan, wil ik klaar staan”",nl
7738,"OH Leuven en Beerschot bereikten nog geen overeenstemming over een datum voor de terugmatch van de promotiefinale. Zowel de Pro League als OHL zijn voorstander van het weekend van 1 en 2 augustus. Dan zou de wedstrijd in België kunnen plaatsvinden, vermoedelijk in het stadion van OHL. De Leuvense politie liet op een informatievergadering weten dat een wedstrijd aan Den Dreef onder strikte veiligheidsmaatregelen niet uitgesloten is. Ook de federale politie, die mogelijke amokmakers uit Beerschot moet controleren, zegt niet op voorhand neen.\n\nBeerschot opperde de mogelijkheid van een vroegere match in het buitenland en ook OHL zegt niet principieel neen tegen dat scenario. Competitiewedstrijden in België zijn verboden tot en met 31 juli maar bijvoorbeeld in Duitsland wordt wel opnieuw gespeeld. Al zijn er wel praktische bezwaren bij een wedstrijd in het buitenland. Beide ploegen zullen dan mogelijk (meer dan) een week in quarantaine moeten en een oefenveld moeten vinden in de buurt. Veel gedoe voor één partij.\n\nEen wedstrijd achter gesloten deuren in Leuven op 1 augustus wordt op dit moment als de meest realistische kanshebber gezien. De bekerfinale zou dan kunnen plaatsvinden op 2 augustus. Op maandag 3 augustus moet de Belgische bond zijn Europese deelnemers meedelen aan de UEFA. De matchen worden wellicht met nieuwe kernen gespeeld.","Promotiefinale tussen OHL-Beerschot op 1 augustus, bekerfinale op 2 augustus?",nl
7739,"Als het aan de Italiaanse bondscoach Roberto Mancini ligt, wordt het voetbalseizoen in de Serie A niet meer hervat. “Het lijkt me anders nogal een chaos te worden”, zei Mancini op de betaalzender Roma TV. “Als bondscoach hoop ik dat ze het seizoen nu beëindigen, zodat we in alle rust weer opnieuw kunnen beginnen.”\n\nDe voetbalcompetitie ligt ook in het door het coronavirus zwaar getroffen Italië al sinds begin maart stil. Na een pauze van drie maanden willen de clubs in juni het seizoen hervatten, terwijl de Italiaanse voetbalbond heeft verklaard een uitloop tot uiterlijk 20 augustus acceptabel te vinden. Zo kan in september weer worden begonnen met de volgende jaargang.\n\nEen slecht idee, vindt Mancini. “De wedstrijden zullen elkaar dan te snel opvolgen. Ik weet niet of de spelers aan het einde van het volgende seizoen nog in goede conditie zijn”, aldus de bondscoach, die al denkt aan het EK van 2021.\n\nIn Italië zijn nog twaalf speeldagen af te werken. Donderdag wordt mogelijk beslist of dat zal gebeuren.",Italiaanse bondscoach Roberto Mancini wil einde van Serie A: “Het lijkt me anders nogal een chaos te worden”,nl
7740,"Ze werd opzijgezet bij Joe, maar dit weekend maakt Leen Demaré haar rentree door de grote poort bij ­Nostalgie. Zaterdag- én zondagochtend, geen slechte plek om haar publiek opnieuw te bedienen. En om het trauma van een onverwacht en pijnlijk ontslag van zich af te schudden. “Ken je dat zinnetje? Je past niet meer binnen het profiel. Een pure verbloeming van: je bent te oud.”",Leen Demaré maakt radiocomeback: “Een vrouw van 58 mag blijkbaar blij zijn dat ze nog mag meedoen”,nl
7741,"Een half miljoen Nederlanders heeft maandag de eerste aflevering van Dertigers gezien op de zender NPO3. Ongeveer 450.000 mensen deden dat in primetime en nog eens 50.000 in de late avond. Zo was Dertigers meteen het best bekeken programma van de avond voor die zender.\n\nDe VRT-reeks kreeg een remake voor de Nederlandse markt, maar bleef trouw aan het Vlaamse concept. Zo zijn de gezichten uit de reeks ook in Nederland weinig bekend, en filmt men alles op een realistische manier. De recensenten laten zich positief uit over Dertigers. “Dit kan weleens een hit worden. Net als eerder in België. Goed gemaakt”, klinkt het.",Remake van ‘Dertigers’ breekt potten,nl
7742,Gekrijs wanneer je na een lange dag eindelijk een campari hebt uitgeschonken of een gevecht in je recent geordende inloopkast: een gezin kan hectisch zijn. Bij Anneke (45) uit Pulle is dat niet anders. Samen met haar man Phille (47) en zonen Ricky (13) en Vinnie (8) probeert ze er elke dag het beste van te maken.,COLUMN. Eenzaamheid op loopschoenen,nl
7743,"Algemeen directeur Gunther Dieltjens was woensdag namens Beerschot aanwezig op de “constructieve” vergadering met OH Leuven, de politiediensten en de Pro League. Er zou volgende week maandag een exacte datum vastgelegd worden, maar daarmee zijn nog niet alle problemen en onduidelijkheden van de baan. Daarnaast was het voor Beerschot ook op extrasportief vlak een drukke week, met de lancering van een eigen kledingmerk en de opstart van de abonnementencampagne voor volgend seizoen. “We blijven bouwen aan de toekomst van deze club, ook al is er veel onzekerheid.”","Algemeen directeur Beerschot na drukke week: “Hoe moeilijk het ook is, we blijven strijdvaardig”",nl
7744,"België aanbad hem. Raymond Braine is de Eden Hazard van zijn tijd. Een speler met wereldfaam. Maar dan komt de oorlog, de bevrijding en de vernedering. In september 1944 wordt Raymond Braine tussen tientallen collaborateurs opgesloten in de leeuwenkooi van de Antwerpse dierentuin. Pas 560 dagen later komt hij vrij. Voor het eerst lezen we mee uit de brieven die hij vanuit de cel schreef: “Lieve Mami, ik heb nooit iets tegen België gedaan.”",Stervoetballer in de leeuwenkooi: na de bevrijding in 1944 verdwijnt topspeler Raymond Braine 560 dagen in de cel,nl
7745,"Manchester United heeft in de eerste drie maanden van 2020 een recordverlies van 31,9 miljoen euro geleden. De Premier League-club maakte de kwartaalcijfers donderdag bekend. De omzet daalde met 19 procent, tot 138 miljoen euro.\n\nVorig jaar werd in dezelfde periode nog 12,4 miljoen euro winst geboekt. Dat verschil is te verklaren doordat Manchester vorig jaar de kwartfinales van de Champions League bereikte, terwijl het nu slechts de Europa League speelt. Maar ook het begin van de coronacrisis doet zich voelen. Het belangrijkste verliespunt daarbij is het ontbreken van tv-inkomsten sinds begin maart. De inkomsten van de uitzendrechten daalden met 50 procent tot 29 miljoen euro. Voor de inkomsten uit thuiswedstrijden was er een daling van 8,2 procent, naar 24,4 miljoen euro. De inkomsten uit de merchandising steeg dan weer licht met 3 procent, tot 76,6 miljoen euro.\n\nFoto: Photo News\n\n“Impact van pandemie”\n\n“Onze resultaten van het derde kwartaal van het seizoen weerspiegelen gedeeltelijk de impact van de pandemie op de club”, verduidelijkte CEO Ed Woodward. “In het huidige kwartaal zullen de verliezen uiteraard alleen maar toenemen en ik verwacht niet meteen beterschap voor het volgende kwartaal. Het zal nog een hele poos duren voor het weer ‘business as usual’ is.”\n\n“Alle voetbalclubs zullen door deze crisis getroffen worden, maar wij staan stevig in onze schoenen. Voor de toekomst op lange termijn zie ik het positief in. Dit wordt ongetwijfeld één van de lastigste periodes in 142 jaar clubgeschiedenis, maar eens we ons daar doorheen geworsteld hebben, zullen we er weer staan als vanouds. Het is net onze veerkracht in zware tijden die deze club groot gemaakt heeft. Dat is een kwaliteit die ons nu weer van pas gaat komen.”\n\n“We staan voor grote uitdagingen. Maar het is ook een opportuniteit. Deze situatie dwingt ons creatieve en innovatieve oplossingen te zoeken om het voetbal weer naar de mensen te brengen. Niemand zal beweren dat voetbal in deze tijd het allerbelangrijkste is, maar het kan wel helpen om de moraal op te krikken en om de mensen weer samen te brengen, wanneer onze samenleving van deze klap herstelt.”",Topclub Manchester United lijdt recordverlies door coronacrisis: “Het zal nog even duren voor het weer <I>business as usual</I> is”,nl
7746,"Wilrijk -\n\nIn deze bijzondere tijden komt elk gesprek vroeg of laat uit bij die allesbeheersende pandemie, zelfs als we het daar eigenlijk even liever niet over willen hebben. Voortaan laten interessante Antwerpenaars voor u elke week het achterste van hun tong zien, met één duidelijke afspraak: we gaan het niet hebben over dat C-woord. Zelfs niet een heel klein beetje. Vandaag: Sven De Ridder uit Wilrijk.",Acteur Sven De Ridder probeert het simpel te houden in het leven: “Ruzie maken kost alleen maar krachten”,nl
7747,"In Gert late nightschiep Alex Callier donderdagavond duidelijkheid. Hij lijdt aan alopecia areata. “Haarverlies op bepaalde plekken, bijvoorbeeld aan mijn haarlijn en mijn wenkbrauwen.”\n\nSinds de bezieler en bassist van Hooverphonic enkele maanden terug in Vandaag zijn deelname aan het Eurovisiesongfestival aankondigde, viel het veel kijkers op dat Calliers wenkbrauwen verdwenen leken.\n\n“Het is geen complex”, zei Callier. “Veel mensen hebben de ziekte. Ze is gerelateerd aan stress, en ik heb al meer dan 25 jaar een behoorlijk stressvolle job. Een geneesmiddel bestaat niet. Maar ik heb eigenlijk nog geluk, er zijn mensen die een volledig kale plek in hun haar hebben.”",Alex Callier geeft verklaring voor verdwenen wenkbrauwen: alopecia areata,nl
7748,"Met een zinderende eerste trailer loopt Eén warm voor het tweede seizoen van ‘Undercover’, dat in september van start gaat. Nu al is het uitkijken naar de nieuwe slechteriken van dienst: Wim Willaert (53) en Sebastien Dewaele (42). Net als in ‘Eigen kweek’ spelen ze broers, zij het van de minder sympathieke soort. “De vechtscènes met Tom Waes waren bikkelhard. Maar meteen erna schoten we in een lachkramp.”",‘Eigen kweek’-broers herenigd in ‘Undercover’: “Niets leuker dan de smeerlap spelen”,nl
7749,"Waasland-Beveren legt zich niet neer bij hun verwijzing naar 1B. De Waaslanders hebben een juridisch stappenplan klaar en menen een grote kans op succes te hebben. Eerst een onderhoud met de Pro League, dan naar het BAS tegen de opgelegde degradatie en dan naar de burgerrechtbank tegen de “hallucinante” licentie van Moeskroen. Dat ze bij die laatste stap al hun (tv-)geld riskeren, houdt hen niet tegen.\n\nJürgen Geril en Wim Houttequiet",Waasland-Beveren trekt ten aanval via verschillende fronten,nl
7750,"Ook voor Gerard Joling (60) zit een ‘ticket to the tropics’ er niet meteen in: de Nederlandse zanger laat zich gewillig ophokken in zijn villa in Aalsmeer. Zelfs vanop afstand het Eurovisiesongfestival fileren kan dit weekend niet, want ook dát feestje gaat niet door. Wat er nog rest? Terugblikken op zijn eigen deelname in 1988 en op zijn leven, want zestig word je niet elke dag: “Het leven gaat om de duit en de fluit.”",Gerard Joling (60) blikt terug op zijn leven én deelname aan Eurosong in 1988: “Het leven gaat om de duit en de fluit”,nl
7751,"De webredactie van FC Cincinnati wist kennelijk nog niet zo goed hoe hun nieuwe hoofdtrainer Jaap Stam eruit ziet. Op de site van de Amerikaanse voetbalclub stond aanvankelijk een verkeerde foto bij het bericht van de opvolger van Ron Jans.\n\nFC Cincinnati plaatste een foto van een kale man, met stropdas van Ajax, die niet Stam was. Het ging om Tinus van Teunenbroek, een jeugdcoach bij de Amsterdammers.\n\n“Ik hoorde ervan via een moeder van een oud-speler van mij”, reageerde Van Teunenbroek bij Fox Sports. “Iedereen vraagt nu of ik een transfer naar Amerika heb gemaakt. Ik ben ooit door Ajax zelf ook al eens aangezien voor Jaap Stam, in Ajax Showtime. Het gebeurt me sowieso vaker, zoals op vakantie, dat mensen roepen: Hé, dat is Jaap Stam! Vroeger kwamen Engelsen wel eens met een shirt van Manchester United naar me toe en wilden met me op de foto. Ook haalden ze herinneringen met mij op, verhalen over de tijd dat ‘ik’ bij United speelde. Ik had er toen altijd wel lol mee.”\n\nDe club herstelde zich na ruim een uur. De foto van de lookalike van de nieuwe coach werd toen vervangen door een prent van de enige echte Stam. De Nederlander wordt vrijdag gepresenteerd tijdens een videoconferentie.\n\nAndere clubs uit de Amerikaanse voetbalcompetitie reageerden snel op de blunder van Cincinnati. FC Dallas, Colorado Rapids, Houston Dynamo, Philadelphia Union, New York Redd Bulls en Columbus Crew plaatsten foto ‘s van onbekende en bekende kale mannen op sociale media met teksten als “Succes Jaap”, “Gefeliciteerd Jaap” en “Welkom Jaap”. Een fan-account van LA Galaxy pakte uit met een foto van … Jelle Van Damme.\n\nWelcome to MLS, Jaap Stam! pic.twitter.com/OxuKfwjgvJ — New England Revolution (@NERevolution) May 21, 2020","FC Cincinnati blundert met verkeerde foto van nieuwe coach Jaap Stam, maar de ‘onbekende kale man’ was niet aan z’n proefstuk toe",nl
7752,"Met een zinderende eerste trailer loopt Eén warm voor het tweede seizoen van ‘Undercover’, dat in september van start gaat. Nu al is het uitkijken naar de nieuwe slechteriken van dienst: Wim Willaert (53) en Sebastien Dewaele (42). Net als in ‘Eigen kweek’ spelen ze broers, zij het van de minder sympathieke soort.",Wim Willaert opnieuw naast ‘Eigen kweek’-broer Sebastien Dewaele in ‘Undercover 2’: “Niets leuker dan de smeerlap spelen”,nl
7753,"De Pro League stemde tijdens zijn bewogen vergadering van vorige week een maatregel die Moeskroen maximaal beschermt tegen toekomstige aanvallen op zijn licentie: voortaan worden “economische dalers” (ploegen die failliet gaan of geen licentie krijgen) niet langer automatisch vervangen door sportieve dalers in 1A.\n\nDe maatregel is volgens de Pro League bedoeld om via “natuurlijke weg” naar een hoogste afdeling met veertien ploegen te komen. Maar in de praktijk is het een vorm van immuniteit voor Moeskroen. Geen enkele ploeg zal er nog belang bij hebben de licentie van de Henegouwers aan te vallen.\n\nSinds Moeskroen in 2015 werd overgenomen door het makelaarsduo Zahavi en Ramadani is de licentie een jaarlijks terugkerend twistpunt. Elk jaar was het de sportieve degradant die de leiding nam in het verzet. In 2016 OHL, in 2017 Westerlo, in 2018 KV Mechelen en in 2020 Waasland-Beveren. Alleen Lokeren, in 2019, gokte na zijn degradatie vorig jaar op een ander paard: de omkoopzaak KV Mechelen-Waasland-Beveren voor het BAS.\n\nVanaf 2021 zal de ploeg die laatste eindigt in de reguliere competitie niet meer moeten hopen op een economische degradatie van Moeskroen. Pro League-CEO François ontkent dat daarmee sprake is van immuniteit voor Les Hurlus. “In 2020 ontnam de voetbalbond Moeskroen de licentie ontnam en verdedigde de beslissing voor het BAS”, zegt François. “Elke ploeg blijft daarna het recht houden de licentie van Moeskroen te betwisten.” Als er geen rechtstreeks belang meer mee gemoeid is, is dat laatste scenario onwaarschijnlijk geworden.",Pro League beloont Moeskroen met “immuniteit” voor licentie: toekomstige licentie-aanvallen worden moeilijk,nl
7754,"Heeft Kürt Rogiers (49) ooit meegespeeld in een pornofilm? De acteur en presentator hintte er ooit naar in een interview, maar liet het verhaal net voor het ter perse gaan uit het artikel schrappen. Nu, tien jaar na de feiten, doet hij het verhaal toch uit de doeken in Ge hadt erbij moeten zijn.\n\n“Een van de grootste mysteries uit mijn leven”, zegt Rogiers. Hij werd destijds uitgenodigd door een Nederlands koppel die voor hem een ‘droomrol’ had in hun nieuwste film. “Ik zag het helemaal zitten. De eerste opnamedag verliep heel normaal. Tot we op een tweede locatie begonnen te draaien.” Want daar arriveerde Rogiers op een compleet gesloten filmset.\n\nOok Lesley-Ann Poppe (41) laat een straf verhaal naspelen in Ge hadt erbij moeten zijn. Ooit was Poppe lid van een metalgroep die niet veel voorstelde. Op een dag kregen ze toch de kans om door te breken. Al kostte dat bloed, zweet en tranen. Véél bloed.\n\nGe hadt erbij moeten zijn\n\nVTM, 20.35 uur",Het pornoverleden van Kürt Rogiers: “De eerste opnamedag verliep heel normaal”,nl
7755,"La douce France: het vakantieland bij uitstek voor Belgen, maar deze zomer kunnen we er mogelijk maar beperkt naartoe reizen. Om het gemis niet al te groot te maken, haal je de sfeer met lekkers, mode en design van ginder zo in huis. Kwestie van een zomer in en rond de eigen jardin door te brengen als God in Frankrijk.\n\nA table\n\nIn de Franse keuken staan pain, vin et fromage centraal, maar ook wijn en Champagne zijn niet te missen als je jezelf een beetje bij onze Zuiderburen wilt wanen. Maak de buren naast je kot jaloers en strooi een handvol Provençaalse kruiden op de barbecue. De bubbels kun je op mondaine wijze laten koelen in een goudkleurige koeler - die perfect past op je denkbeeldig jacht voor de kust van Cannes of Saint-Tropez.\n\n- Receptenboekje - Ladurée - 35, 99 euro via Bol.com\n\n- Champagnekoeler- Riviéra Maison - 129 euro\n\n- Glas met woorden - Maisons Du Monde - 13,74 euro\n\n- Wijn uit Côtes du Rhone in kistje - Wijngeschenken.be - 27,20 euro\n\n- Stokbroodplank - Point-Virgule - 26,95 euro\n\n- Kaasmessen - Laguiole - 39,95 euro via Cookinglife.be\n\n- Herbes de Provence - Dille & Kamille - 1,75 euro\n\n- Camarguezout - 10,95 euro via Bodelica.com\n\n- Napoleon-snoepjes - Albert Heijn - 1,49 euro voor zakje van 225 gram\n\n- Eclair - Chez Claire - 4,50 euro per dessertje\n\nLook: je ne sais quoi\n\nDe typische Parisienne heeft altijd een onberispelijke stijl, die in combinatie met hun attitude moeilijk na te bootsen valt. Maar met de juiste outfit kom je wel al een heel eind. Mag in de garderobe: tweed - oh zo Chanel! - en een vestimentaire ode aan Franse modehuizen en kleinere merkjes. Sportievelingen kunnen zich Roland Garros-gewijs uitleven op een tennisveld in de buurt. En wie heeft er überhaupt de Seine nodig om langs te flaneren als je de Leie en de Schelde hebt?\n\n- Zonneklep - Lacoste - 49,95 euro\n\n- Lippenstift - Rouge Dior Ultra Care - 40 euro\n\n- Blazer uit tweed - Uterqüe - 139,30 euro\n\n- Sandalen - Jonak - 114,95 euro\n\n- Zonnebril - Saint Laurent - 325 euro\n\n- Parfum - Chloé - 66,50 euro via Ici Paris XL\n\n- Flared broek - & Other Stories, Paris atelier - 69 euro\n\n- Tennistas - Wilson editie Roland Garros - 101,95 euro via tennis-direct.be\n\n- Shirt Paris - H&M - 9,99 euro\n\n- Halsketting - Wouters & Hendrix - 195 euro\n\nChansons en een briesje\n\nNiets beter dan een Franse sfeer scheppen met Franse chansons, wat perfect lukt met het werk van Serge Gainsbourg. Een idee voor een picknick in eigen tuin tussen aangeplante lavendel of zonnebloemen - wedden dat het bijna hetzelfde aanvoelt als kamperen in la campagne. Doe daar ’s avonds nog een romantische filmklassieker bij à la Amélie Poulin, Moulin Rouge of Jeux d’Enfants en je vakantiedag is compleet.\n\n- Plaat Histoire De Melody Nelson - Serge Gainsbourg - 41,79 euro\n\n- Potje lavendel - Ikea - 4 euro\n\n- Picknickmand - Cosy&Trendy - 58, 99 euro\n\n- Salontafelboek - Chanel - 75 euro via Standaard Boekhandel\n\n- Gastenzeepjes - L’Occitane - 20 euro\n\n- April Vase - Tse Tse - 197 euro\n\n- Tegeltje met afbeelding van Toulouse Lautrec, die afiches ontwierp voor de Moulin Rouge - 15,40 euro via Zazzle.be\n\n- Speelfiguurtje Le Petit Prince - Plastoy - 15,99 euro via Bol.com\n\n- Le fabuleux destin d’Amélie Poulain - Bookspot.be - 5,99 euro",De geur van de Provence en de flair van aan de Côte d’Azur: zo haal je la douce France binnen,nl
7756,"Coronacrisis of niet, binnen een maand start Vier met de opnames van de nieuwe fictiereeks ‘Grond’. In de regiestoel zitten ‘bad boys’ Adil El Arbi (31) en Bilall Fallah (34).\n\nDe plannen voor Grond zijn niet nieuw. Al sinds 2017 zit het project in de pijplijn. Het verhaal komt uit de koker van De twaalf-acteur en theatermaker Zouzou Ben Chikha (49), die samenwerkte met Wannes Cappelle (40) en Dries Heyneman (41). Die laatste twee schreven mee aan Bevergem.\n\nGrond gaat over een jonge kerel uit de moslimgemeenschap die op het lumineuze idee komt om heilige grond naar Vlaanderen te halen, zodat overleden moslims hier begraven kunnen worden. Maar een zwaarmoedige reeks wordt het niet: Grond is vooral komisch drama, met de nodige actie. Spek naar de bek van Patser-regisseurs Adil El Arbi en Bilall Fallah, die de opnames gedeeltelijk voor hun rekening nemen. Mathieu Mortelmans is aangesteld als derde regisseur. Over de cast wil Vier nog niets kwijt.\n\nEind juni\n\nGrond is een van de eerste series die wordt opgestart sinds de coronacrisis. Verrassend is dat de scenario’s niet zijn aangepast aan de huidige situatie. Wel wordt op de set extra aandacht besteed aan de veiligheidsvoorschriften. De opnames voor de acht afleveringen starten eind juni en lopen de hele zomer. Ze vinden bijna volledig in het Brusselse plaats.",‘Bad boys’ Adil & Bilall beginnen aan komische Vier-serie over jonge moslim,nl
7757,"Topmodel Gigi Hadid bevestigde onlangs dat ze zwanger is van haar eerste kindje samen met Zayn Malik. In een interview op Instagram vertelt ze dat fans dachten dat ze was langsgeweest bij de plastisch chirurg omdat haar lichaam er plots anders uitzag.\n\n“Ik was al zwanger tijdens de modeweken in februari”, zegt het Amerikaanse topmodel. “Door mijn zwangerschap veranderde de vorm van mijn gezicht een beetje. Mensen dachten zelfs dat ik was langsgeweest bij de plastische chirurg. Ik kreeg geregeld te horen dat ik fillers had laten plaatsen maar dat is niet het geval. Mijn gezicht is altijd al rond geweest en als het zou veranderen dan gaat het om een natuurlijk proces”\n\nHet topmodel benadrukt dat ze geen tegenstander is van plastische chirurgie maar dat ze er zelf niet voor zal kiezen. “Ik ben een controlefreak en ik stel me altijd de vraag: stel dat het misgaat? Iedereen doet met zijn lichaam wat hij of zij wil maar ik heb geaccepteerd dat ik niet perfect ben. Als je je onzeker voelt, dan heb je ook nog altijd make-up.”\n\nbekijk ook\n\nGigi Hadid krijgt internet over zich heen na ‘racistisch’ filmpje",Gigi Hadid over zwangerschap: “Mensen dachten dat ik naar de plastisch chirurg was geweest”,nl
7758,"Wim De Vilder (50) pakt eind dit jaar opnieuw uit met het programma Over 5 jaar. Het Journaal-anker interviewde in 2015 een aantal Bekende Vlamingen en stelde hen de vraag hoe de wereld en hun eigen leven er vijf jaar later zouden uitzien.\n\nDe beelden werden sindsdien bewaard en worden eind 2020 voor het eerst getoond aan de gasten. Wie maakte de beste voorspelling en welk fenomeen hebben ze onderschat? Op de gastenlijst staan onder anderen Lieven Scheire, Gert Verhulst en drie niet nader genoemde politici.\n\nDe Vilder maakte het programma al eens in 2015, met interviews die in 2010 waren afgenomen. Toen deden onder anderen advocaat Jef Vermassen en geestelijke André Léonard mee.",Wim De Vilder keert terug naar zijn BV’s in ‘Over 5 jaar’: wie voorspelde 2020 juist?,nl
